,artist,title,album,text
22,Abdurrahim Karakoç,Canlı Bir Kitapsın Yazarı Mevla,Beste Beste Türkü Türkü,Canlı bir kitapsın yazarı Mevla Açık dur kitaplar seni okusun Yüzünde şavklansın nazarı Mevla Eğilsin mehtaplar seni okusun  Kasırga ol döne döne zikir et Her nefese on bin misli şükür et Şüphe burgacında Hakk'ı fikir et Uyansın girdaplar seni okusun  Erisin geceler gündüze gel ki Kalmasın tek engel bir düze gel ki Secdede Rabb'inle yüz yüze gel ki Minberler mihraplar seni okusun  Ezel'in ebed'in şifresi sende Menfi'nin müsbet'in şifresi sende     
23,Abdurrahim Karakoç,Cevap Arıyorum,Sana Geliyorum,Hukuki bir cevaba ihtiyaç duymaktayım Kurt kuzuyu boğmadan gider kime danışır Uykularım kaçıyor tarifsiz meraktayım Leş yiyen akbabalar hangi dilden konuşur   
24,Abdurrahim Karakoç,Cevapsız Kalan Sualler,Beste Beste Türkü Türkü,Yürü duvar beton otur yer beton Tavana bakarsın bakma der beton Yağmur kokan toprakların nerede  Ne çiçekler açar ne kuşlar öter Yolların on adım ötede biter Serbest gezen ayakların nerede  Her günü hasrettir haftanın ayın Hani ya bayramın düğünün toyun İlin yurdun konakların nerede      
25,Abdurrahim Karakoç,Düştü Can Evime,Şiirlerle,Düştü can evime dördüncü cemre Dünyayı üçüncü gözümle gördüm Dört yüz seksen beş gün çekti bir sene On altıncı aya takvimsiz girdim  Aynalara baktım korku gösterdi Saatler her sabah kırkı gösterdi Namlular nişanlar Türk'ü gösterdi Hayatım boyunca hedefte durdum  Gül sundum yediler koklamadılar Armağan can verdim saklamadılar Gittim gelir diye beklemediler Kaybolan gölgemi yollara sordum      
26,Abdurrahim Karakoç,Ecele Doğru,Sana Geliyorum,Hayat kapisindan tek tek  Her giris ecele dogru  Toprakta sürünür bebek  Her karis ecele dogru    Ister yürü ister bekle  Ister çikar ister ekle  Geç kaldim diye gam çekme  Her varis ecele dogru    Ayaklarin yere deger  Anadir yavrusun sever  Kalpten damara kan yagar  Her vurus ecele dogru    Bir el yapar bin el bozar  Gün açilir gölge uzar  Önü kundak sonu mezar  Her yaris ecele dogru   
27,Abdurrahim Karakoç,Ellinci Yıl Hesabı,Şiirlerle,Bağladım nefsimi zincir yulara Dünyayı duvara astım gel de gör Rahatı huzuru attım kenara Çileyi bağrıma bastım gel de gör  Yürüdüm sel oldum durdum göl oldum Mazluma mağdura kıvrak dil oldum Zulüm sıcağında serin yel oldum Yürekten yüreğe estim gel de gör  Sonu hatırladım ilki duyunca Kula kul olmadım ömür boyunca Hakkın zehirini içtim doyunca Batılın balına kustum gel de gör  Ülfetim olmadı iriler ile Ağıla girmedim sürüler ile     
28,Abdurrahim Karakoç,Endişe Beyanı,Şiirlerle,"Başkalaştı hasbahçenin kokusu  Bülbül gülü kirletecek korkarım  Kıçın kıçın yüzmektedir su kuşu  Ördek gölü kirletecek korkarım    Tüm sular yokuşa doğru akacak  El-alem hayretle bize bakacak  Neyi tutsak elimizi yakacak  Ateş külü kirletecek korkarım    AK palavra siyah renge döner mi  Yalan mumu ikindiden söner mi  Çiçek zehirliyse arı konar mı  Kovan balı kirletecek korkarım    Köprüler kuruldu geçmemiz için  Zehirler sunuldu içmemiz için  Sebep ne yad ele göçmemiz için  Kervan yolu kirletecek korkarım    Gerçek sandık cilalanmış sözleri  Düşman değil dost aldattı bizleri  Yalakalık kör eylemiş gözleri  Meyve dalı kirletecek korkarım    Saf fikirler çekiliyor kızağa  Düşürdüler bizi bizden uzağa  Mahkum olacağız bin bir tuzağa  Öfke dili kirletecek korkarım    Söyleyin tabyamız bu tabya mıydı  Aşklar idealler hep kopya mıydı  Umutlar hayaller ütopya mıydı  Serap çölü kirletecek korkarım      eval(ez_write_tag([[336,280],'alternatifim_com-box-4','ezslot_3']));  [ reklamı gizle   hide ads ]Gök gürlüyor fena şimşek çakıyor  Danışmanlar bildiğini okuyor  Çıraklar desensiz sergi dokuyor  Çulha çulu kirletecek korkarım    Ödenen tavizler Arş'a ulaştı  Sabrettik sabrettik sabrımız taştı  Damadın sayısı yirmiyi aştı  Gelin tülü kirletecek korkarım    Domuzlar içinde bir uysal kuzu  Kapatmış gözünü yalıyor tuzu  Paracı patronlar çalıyor sazı  Parmak teli kirletecek korkarım    Kriter sayısı arttıkça artar  Verheugen ölçer Jak Şirak tartar  Ya Rab bu zilletten sen bizi kurtar  Mektup pulu kirletecek korkarım    Vurgun yedik zoka yuttuk sayısız  Toprak sattık tesis sattık sayısız  Boş senede imza attık sayısız  Kalem eli kirletecek korkarım    Türkiye'miz AB'sine girecek  Çağdaş zümre zina keyfi sürecek  Kart katırlar yularları kıracak  Kısrak nalı kirletecek korkarım    Tanımaz duymaz ki vekiller bizi  Ciddiye alsınlar endişemizi  Haçlılar dikiyor elbisemizi  Gömlek kolu kirletecek korkarım   "
29,Abdurrahim Karakoç,Erbabiye,Şiirlerle,Liderimiz uzaylı silahımız ok bizim Hilede iftirada üstümüze yok bizim Bal sirke soğan şeker et süt nane sarımsak Katar çorba yaparız hünerimiz çok bizim   
30,Abdurrahim Karakoç,Esas Tehdit,Şiirlerle,Dert değil kuş gribi gam değil kuş virüsü Esas birinci tehdit Buş oğlu Buş virüsü Yerden gökten denizden vuruyor ülkeleri Bertaraf edilmeli saldırgan puşt virüsü   
31,Abdurrahim Karakoç,Evla Olan,Şiirlerle,Yalvarma zalime ölmek daha evla  Bir ekmeği beşe bölmek daha evla  Şu kirli dünyaya bak ibret ile  Doymaktan ziyade görmek daha evla   
32,Abdurrahim Karakoç,Ey Can,Şiirlerle,"Ben sabit şeyleri sevmem ey can  Sen  Eğer beni dinlersen  Çağlayan ırmak ol  Ve gönül gönderine çekilmiş  Nazlı nazlı dalgalanan  Bayrak ol    Ben karanlığı hiç sevmem ey can  Vaktin her saatinde  Her zaman  Ağaran şafak ol  Güneş ışıklarıyla ürperen çiçek  Seher yeliyle ırgalanan  Yaprak ol    Ben bulanıklığı sevmem ey can  Sen  Yayla pınarlarından akan  Sulardan berrak ol  Göl olma gölet olma baraj olma    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_1']));  [ reklamı gizle   hide ads ]Kanak ol    Ben uykuları da sevmem ey can  Uykulardan uzak ol  Kış günü karları yarıp çıkan  Beyaz bir gül  Mavi bir zambak ol    Ben zaafları da sevmem ey can  Hakikatleri sarıp-sarmalayan  Zaaflardan ırak ol  Geri dur geri dur ey can  Nefret sarayındaki sultanlıktan  İlim ocağında çırak ol    Sana tavsiyemdir ey can  Zalimlerin boynunda süslü kravat olacağına  Var bir garip ölünün üstünde  Kefen ol  Kimsesiz gelinlerin yüzünde  Duvak ol   "
33,Abdurrahim Karakoç,Ey Gönül,Şiirlerle,Vardığın dergahta post ol büyürsün Gördüğün garibe dost ol büyürsün Meclise devam et el sürme mey'e Girdiğin sohbette mest ol büyürsün   
34,Abdurrahim Karakoç,Eyvah (Korkaklardan Hak Talebi),Şiirlerle,Korkaklardan hak talebi suç olacak galiba Tenekeler başımıza taç olacak galiba Mazlumların elleriyle diktikleri heykeli Yıkıp da yol açmaları güç olacak galiba   
35,Abdurrahim Karakoç,Fetva (Türküler Var),Şiirlerle,Türküler var başı belden aşağı Çalmayan radyonun pili cennetlik Kâfir meyve inmez daldan aşağı Yoksulun yaktığı çalı cennetlik  Boşunadır dünyamıza geldiği Aha yaşadığı aha öldüğü Korkak müslümanın namaz kıldığı Camiyi taşlayan deli cennetlik  Kara günde çözülmesin kuşağın Kara toprak olsun uyku döşeğin Cihadda yük çeken uyuz eşeğin Semeri cennetlik çulu cennetlik  Tez vururlar harpte önde gideni Kaçanlar kurtarır canı bedeni     
36,Abdurrahim Karakoç,Fotoğraf 1,Şiirlerle,Zulüm kıyım işgal aldı yürüdü Seneler geçiyor dünya uykuda Namus lekelendi ahlak çürüdü Adalet göçüyor dünya uykuda  İnsanlık treni bekler durakta Koyunlar balıklar kuşlar merakta Dün Afganistan'da bugün Irak'ta Bush kelle biçiyor dünya uykuda  Güçsüzlerin işi sardı çetine Alıştı siyonlar insan etine Kahvaltıda bile çay niyetine Şaron kan içiyor dünya uykuda  Fay çatlıyor ses geliyor derinden Deniz taştı yer oynuyor yerinden     
37,Abdurrahim Karakoç,Fotoğraf 2,Şiirlerle,Resmine baktığım güzel kız genç kız Unuttum unuttum unuttum seni Eski bir albümde durursun yalnız Unuttum unuttum unuttum seni  İki harf bir imza bir tarih garip Besbelli üçü de mutsuz mustarip Aklımı zorlama karşımda durup Unuttum unuttum unuttum seni  Bilemem aradan geçti kaç sene Memleketin nere kimsin adın ne Hatırla diyerek bakma yüzüme Unuttum unuttum unuttum seni   
38,Abdurrahim Karakoç,Garip Gerçekler,Şiirlerle,Bir tarafta her devrin sultanları durur  Bir tarafta kaderin kurbanları durur  Ne kurban kesiciler biter dünyamızda  Ne de kesilen kurban kanları durur   
39,Abdurrahim Karakoç,Geceleri,Beste Beste Türkü Türkü,"Aci hatiralar yagar göklerden  Zehirle yogrulur gül geceleri  Zamanin dügümü kopar bir yerden  Nereye koydunsa bul geceleri    Yildizlar kalp elmas ay sahte gümüs  Çürümüs çürümüs hepsi çürümüs  Bir hayal bir kabus bir uyku bir düs  Sev sevebilirsen gel geceleri    Basi karli yaylalari çikarim  Ardiç dallarindan ates yakarim    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_1']));  [ reklamı gizle   hide ads ]Otuz yil geriye döner bakarim  Kusatir çevremi çöl geceleri    Toprak dösegimdir gökyüzü yorgan  Yanar ta içimde dag bayir orman  Yeter tahammülüm kalmadi ey can  Al götür üstümden al geceleri    Bulut ol engine ag ikram eyle  Yagmur ol bagrima yag ikram eyle  Gel birgün günes ol dog ikram eyle  Sil gitsin ufkumdan sil geceleri   "
40,Abdurrahim Karakoç,Geceleri (Acı Hatıralar),Şiirlerle,Acı hatıralar yağar göklerden Zehirle yoğrulur gül geceleri Zamanın düğümü kopar bir yerden Nereye koydunsa bul geceleri  Yıldızlar kalp elmas ay sahte gümüş Çürümüş çürümüş hepsi çürümüş Bir hayal bir kabus bir uyku bir düş Sev sevebilirsen gel geceleri  Başı karlı yaylaları çıkarım Ardıç dallarından ateş yakarım     
41,Abdurrahim Karakoç,Geç Gelen Duygular,Şiirlerle,Tutuşsak el-ele bir yaz sabahı Çıksak Şardağı'nın yücelerine Kovsak saatleri dakikaları Baksak Elbistan'ın gecelerine  Donsa şekillerin renklerin izi Zaman bir noktada unutsa bizi Çiçek sular gibi saf sevgimizi Döksek türkülerin hecelerine  Göklere çekilse göz uykuları Dolunay uzanıp öpse suları Her yağmur öncesi dost duyguları Eksek cümle gönül bahçelerine   
42,Abdurrahim Karakoç,Geç Kalmayın,Şiirlerle,Çukuru tiksindirir zirvedeki halleri Gün gelip ruhlarını boğacak veballeri Cehennemde villalar sudan ucuz diyorlar Geç kalan kaybedecek yağlayın pedalları   
43,Abdurrahim Karakoç,Geç Kalmışım,Şiirlerle,"Putları taşa tutmanın  Güç'lüğünü geç anladım  Delileri avutmanın  Hiç'liğini geç anladım    İhtiraslar dursun diye  Şehiri sığdırdım köye  Her bedenin ayrı şeye  Aç'lığını geç anladım    Safkan dedikleri atın  Ünü büyük pek çok zatın    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_1']));  [ reklamı gizle   hide ads ]Bir yerde ilmin sanatın  Piç'liğini geç anladım    Hak'tan söz edersen eğer  Atılan taş sana değer  Doğruluk suç imiş meğer  Suç'luğunu geç anladım    Su taşırken kalbur file  Susmak gerekirmiş dile  Yazık geç kalmanın bile  Geç'liğini geç anladım   "
44,Abdurrahim Karakoç,Gel Gayrı (Ayıp),Şiirlerle,Kara gözlüm bu ayrılık yetişir İki gözüm pınar oldu gel gayrı Elim değse akan sular tutuşur İçim dışım yanar oldu gel gayrı  Ayların sırtında yıllar taşındı Sanma ki garibi eller düşündü Bebekler evlendi yollar aşındı Kozalaklar çınar oldu gel gayrı  Hesap et gideli sen gurbet ile Otuz ay tutuldu kolay mı dile     
45,Abdurrahim Karakoç,Gel Gayri (Kara Gözlüm),Sana Geliyorum,Kara Gözlüm Bu Ayrilik Yetisir Iki Gözüm Pinar Oldu Gel Gayri Elim Deyse Akan Sular Tutusur Içim Disim Yanar Oldu Gel Gayri  Aylarin Sirtinda Yillar Tasindi Sanmaki Garibi Eller Düsündü Bebekler Evlendi Yollar Asindi Kozalaklar Çinar Oldu Gel Gayri  Hesap Et Gideli Sen Gurbet Ile Otuz Ay Tutuldu Kolay Mi Dile Hapisler Sürgünler Esirler Bile Silasina Döner Oldu Gel Gayri   
46,Abdurrahim Karakoç,Geleceğim (Yıllar Yirmi Olsa Da),Sana Geliyorum,"Yıllar yirmi olsa da otuz olsa da  Yollar kar çamur olsa da buz olsa da  Bedenim yorgun aç ve susuz olsa da  Bir gün yalın ayak terli gömlekle  Gelirim beni bekle    Belki yakında olur belki de uzak  Sırtımda hatıralar saçlarımda ak  Gün, tarih bilemiyorum amma muhakkak  Bitmeyen bir azim sabır ve emekle  Gelirim beni bekle    Unutmam mümkün değil unutur sanma  Gelmez diyen olursa sakın inanma  Umutlarını kaybetme ha zamanla  Geç kaldı diyerek gam çekme  Gelirim beni bekle      eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_1']));  [ reklamı gizle   hide ads ]Sıcak bir yaz akşamında olabilir  Sarı bir güz akşamında olabilir  Kışın beyaz akşamında olabilir  Ellerinde bir top mavi çiçekle  Gelirim beni bekle    Cümle köprüleri sel alsa da tek tek  Söz vermişim bir kere engel ne demek  Başı karlı kara dağlardan geçerek  Azığım bir tas su bir dürüm ekmekle  Gelirim beni bekle    Vermese de kaybolan gençliğimizi  Ayıran bir gün kavuşturacak bizi  Ve içimde sevgilerin en temizi  Seninle dolu arı-duru bir yürekle  Gelirim beni bekle   "
47,Abdurrahim Karakoç,Gençliğe Mesaj,Şiirlerle,Yiğidim aslanım ha gayret eyle Gaflet üstümüzde kalmasın böyle İmanla yatıp-kalk ihlasla söyle Kutlu mesaj verilmeyi bekliyor Ölü dünya dirilmeyi bekliyor  Maveradan aşk iksiri sağ gayrı Ellerinde şekillensin çağ gayrı Rahmet olup yüreklere yağ gayrı Çekirdekler yarılmayı bekliyor Ölü dünya dirilmeyi bekliyor  Her yerde insanlar izana hasret Şehirler semalar ezana hasret Kainat ilahi düzene hasret Saf kozalar örülmeyi bekliyor Ölü dünya dirilmeyi bekliyor  Nedendir bu uyku bu zillet neden Hüzün yumağıdır mezarda deden Mağripten maşrığa tek ruh tek beden Yay misali gerilmeyi bekliyor Ölü dünya dirilmeyi bekliyor  Sendedir mayası özü İslam'ın Sendedir kulağı gözü İslam'ın Gülsün yeter artık yüzü İslam'ın Kelepçeler kırılmayı bekliyor Ölü dünya dirilmeyi bekliyor      
48,Abdurrahim Karakoç,Genelge (Dar Zamanda),Şiirlerle,"Dar zamanda düşmanların altına  At olanlar safımıza gelmesin  Garibanın fukaranın sırtına  Bit olanlar safımıza gelmesin    Ağırlık irilik ölçüsün bırak  Tartıya vurulmaz beyinle yürek  Bu ülkede iman gerek ruh gerek  Et olanlar safımıza gelmesin    Öte dursun işkembeden atanı  Lazım değil kaçan ile yatanı  Menfaate rüşvet verip vatanı  Fit olanlar safımıza gelmesin    Sapıklar her yerde atsa da çamur  Gerçek mayasına kuvuştu hamur    eval(ez_write_tag([[300,250],'alternatifim_com-box-4','ezslot_0']));  [ reklamı gizle   hide ads ]Adam istiyoruz dört başı mamur  İt olanlar safımıza gelmesin    Gönül bahçesinde korku gezeni  Asla kabul etmez ülkü düzeni  Sevdası sabırı aklı izanı  Kıt olanlar safımıza gelmesin    Biz zulüm ayında güneş çağıyız  Hira'dan feyzalan Tanrıdağ'ıyız  Biz meyve bahçesi üzüm bağıyız  Ot olanlar safımıza gelmesin    Parolamız her zamanda her yerde  Ölmek var da baş eğmek yok namerde  Bu imana bu ülküye bu derde  Yad olanlar safımıza gelmesin   "
49,Abdurrahim Karakoç,Gerçek Sanat,Şiirlerle,Çıkıp dağlar başına seyretseniz engini Aşkı-vecdi anlatan hüsnühat görürsünüz Hiçbir kalem çizemez biçimini rengini Her şeyde sanat üstü bir sanat görürsünüz   
50,Abdurrahim Karakoç,Hasan'a Mektup 9,Şiirlerle,Açlıktan tokluktan sual edersen Ocak bizim amma aş bizim değil Hırsız çıktı kara yüzlü geceler Uyku bizim amma düş bizim değil  Öküzler harmana eğri bakıyor Kızıl toprak ak tohumu yakıyor Bu yıl yumurtalar hep cılk çıkıyor Yuva bizim amma kuş bizim değil  Öyle bir durum ki Allah etmesin Kurtlar taşır ayıların sıtmasın     
